level,section,voen, caster, textEN, textCN

vocs_over_over_	_n00	vocs_over_over_firstcastle_intro_n00	omuk			NARRATOR	epic		Japan, early Edo Period	4	日本，江户时代早期	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_intro_n01	omuk			NARRATOR	epic		Finally, after centuries of civil war, there is hope for peace as a new Shogun rises to unify the nation.	20	历经数百年战乱之后，终于又出现了一位可以独掌大权的幕府将军，日本即将迎来久违的和平。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_intro_n02	omuk			NARRATOR	epic		In the stronghold of Osaka Castle the last  adversary remains defiant. After months of siege, the Shogun sends a lone Shinobi into the heart of the enemy fortress …	30	将军的最后一位对手仍然在大阪城内负隅顽抗。眼看数月围城无果，将军便秘派一位独行忍者潜入到敌方要塞中心……	1																					
vocs_over_over_	_n02a	vocs_over_over_firstcastle_intro_n02a	omuk			NARRATOR	epic	ALTERNATIVE	In the stronghold of Osaka Castle the last  adversary remains defiant. After months of siege, the Shogun sends a lone Shinobi on a secret mission …	27	将军的最后一位对手仍然在大阪城内负隅顽抗。眼看数月围城无果，将军便秘派一位独行忍者执行一项隐秘任务……	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_intro_n03	omuk	Mo		NINJA	smug	after killing the guard and hiding the corpse	Nothing personal. Just can't have you warn the others up there.	11	虽与你无冤无仇，但我不能让你走漏了风声。	1																					
vocs_over_over_	_n04	vocs_over_over_firstcastle_intro_n04	omuk	Mo		NINJA	anticipating		Looks like a whole nest of guards. Bet they're preparing for the Shogun's next attack.	15	真是戒备森严。看来正在为抵挡将军的下次进攻做准备。	1																					
vocs_over_over_	_n04a	vocs_over_over_firstcastle_intro_n04a	omuk	Mo		NINJA	anticipating		Looks like a whole nest of guards. Who'd have thought! This might actually get challenging.	15	真是戒备森严，万万没想到!看来这次有点棘手。	1																					
vocs_over_over_	_n05	vocs_over_over_firstcastle_intro_n05	omuk	Mo		NINJA	anticipating		Not much happening here. I'll keep my head down, just in case.	12	这边好像没什么情况。但还是小心为妙，以防万一。	1																					
vocs_over_over_	_n06	vocs_over_over_firstcastle_intro_n06	omuk	Mo		NINJA	cocky		Barricades everywhere. Who'd have thought! This might actually get challenging.	10	到处都是路障。万万没想到!看来这次有点棘手。	1																					
vocs_over_over_	_n06a	vocs_over_over_firstcastle_intro_n06a	omuk	Mo		NINJA	cocky		Barricades everywhere. Bet they're preparing for the Shogun's next attack.	10	到处都是路障。看来正在为抵挡将军的下次进攻做准备。	1																					
vocs_over_over_	_n07	vocs_over_over_firstcastle_intro_n07	omuk	Mo		NINJA	pragmatic		There. Have to reach that gate. Guess I have my work cut out for me.	15	大门在那儿，必须先到那里。这下有得忙了。	1																					
vocs_over_over_	_n07a	vocs_over_over_firstcastle_intro_n07a	omuk	Mo		NINJA	pragmatic		First order is to reach that gate. Should be a good warm up for the real mission.	17	首先要到达那扇大门处。任务开始前正好就当热身了。	1																					
																																	
NINJA									Hayato has just swum through the castle moat. No he is just a short climb away from entering the castle.		Hayato has just swum through the castle moat. No he is just a short climb away from entering the castle.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_ninja_n00	omuk	Mo		NINJA	focussed		Climb won't be a problem. Better hurry though. The Shogun will start his attack soon.	15	攀爬不过是小菜一碟。不过得抓紧时间，将军很快就要进攻了。	1																					
																																	
CHAT1									Hayato overhears two guards while sneaking past.		Hayato overhears two guards while sneaking past.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_firstcastle_chat1_n00	omuk	Mo		GUARD1	worried		Six months of this. How much longer will this go on?	11	这仗都打了六个月了，什么时候才能打完？	1																					
vo_hint_hint_	_n01	vo_hint_hint_firstcastle_chat1_n01	omuk	Mo		GUARD2	resolute		It doesn't matter. No Shogunate scum will ever set foot in this castle.	13	没关系。反正那些幕府军废物，没一个能踏入此城半步。	1																					
																																	
INSIDE									Hayato has climbed inside the castle.		Hayato has climbed inside the castle.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_inside_n00	omuk	Mo		NINJA	focussed		Better stay out of sight.	5	最好别让人看到。	1																					
																																	
CHAT2									Many guards block Hayato's path. An officer appears and calls everyone to the wall so they can repel the Shogun's next attack.		Many guards block Hayato's path. An officer appears and calls everyone to the wall so they can repel the Shogun's next attack.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_firstcastle_chat2_n00	omuk	Mo		OFFICER	very urgent		Everyone gather! 	3	全员集合！ 	2																					
vo_hint_hint_	_n01	vo_hint_hint_firstcastle_chat2_n01	omuk	Mo		OFFICER	very urgent		The Shogunate army will attack soon! We will face them with honour.	12	幕府军很快就会发动进攻！让他们尝尝我们的厉害。	1																					
																																	
ALARM									A guard calls for reinforcements.		A guard calls for reinforcements.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_alarm_n00	omuk			NINJA	tense		Damn. Have to hide, now!	5	不好，赶紧藏起来!	1																					
																																	
CIVILIANS									Hayato finds a backyard with many dead civilians.		Hayato finds a backyard with many dead civilians.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_civilians_n00	omuk	Mo		NINJA	sympathetic		Huh … they starved to death ... bad way to go.	11	嗯……他们都是饿死的……真惨。	1																					
																																	
SIGHT									Hayato encounters a lonely guard (continued).		Hayato encounters a lonely guard (continued).																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_sight_n00	omuk	Mo		NINJA	focussed		I could sneak past this one … or take him out quietly.	12	是该默默溜过去呢…… 还是悄悄杀了他呢。	2																					
																																	
METHODS1									Hayato has snuck past the lonely guard and left him alive.		Hayato has snuck past the lonely guard and left him alive.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_methods1_n00	omuk	Mo		NINJA	focussed	if Hayato has let the lonely guard live	Don't mind me. Just passing through.	6	不用管我，我只是路过。	1																					
																																	
METHODS2									Hayato kills the lonely guard.		Hayato kills the lonely guard.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_methods2_n00	omuk	Mo		NINJA	focussed	if Hayato kills the lonely guard	Better safe than sorry.	4	抱歉，安全起见。	1																					
																																	
DETOUR									Hayato finds the easy way to his objective blocked.		Hayato finds the easy way to his objective blocked.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_detour_n00	omuk	Mo		NINJA	annoyed		Hrm … gate's blocked, wall's too high. Guess I'll have to take a detour.	14	呵……大门锁着，墙又太高。没办法只能绕道了。	1																					
																																	
DISTRACTION									Hayato has to distract a couple of guards.		Hayato has to distract a couple of guards.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_distraction_n00	omuk	Mo		NINJA	annoyed		They're too close together to take them out. Better use a distraction.	12	这俩站那么近没法一次干掉，只能分散他们注意力了。	1																					
																																	
WARRIOR									Hayato runs into a dead end. Then the Shogunate army starts attacking. On the nearby castle wall, samurai Mugen rushes in with a handful of Shogunate men. Only Mugen survives and is now cornered.		Hayato runs into a dead end. Then the Shogunate army starts attacking. On the nearby castle wall, samurai Mugen rushes in with a handful of Shogunate men. Only Mugen survives and is now cornered.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_warrior_n00	omuk	Mo		NINJA	irritaded	another barricaded gate	This one's shut too. I'm running out of options here.	10	这扇门也锁了。那就没办法了。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_warrior_n01	omuk	Mo		NINJA	under pressure	cannonfire is heard, nearby houses are hit by cannonballs	Damn! The offensive has started. I have to get inside somehow …	12	不好！进攻已经开始了。无论如何我都得进去… …	2																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_warrior_n02	omuk	Mo		WARRIOR	battlecry	rushing towards the enemy	Forward men! For the Shogun!	5	冲啊！为了将军！	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_warrior_n03	omuk	Mo		WARRIOR	wounded	last man standing	Argh … damn you!	4	啊! ……糟了！	2																					
vocs_over_over_	_n04	vocs_over_over_firstcastle_warrior_n04	omuk	Mo		GUARD1		at Mugen	Y-you have nowhere to run! Show yourself!	7	你已无路可逃！快出来！	1																					
vocs_over_over_	_n05	vocs_over_over_firstcastle_warrior_n05	omuk	Mo		NINJA	slightly amused	shakes his head	Teh, samurai! Always get themselves killed ... Hate to admit it, but he's my best chance. Better help him.	19	这帮武士！从来都是这么不要命…… 虽然不想，但现在也只能靠他了，让我先帮他一把。	2																					
																																	
SHURIKEN									Hayato plans to take out a guard with his shuriken.		Hayato plans to take out a guard with his shuriken.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_shuriken_n00	omuk	Mo		NINJA	confident		They're far enough apart. If I use the Shuriken, no one will hear until it's too late.	17	他们站得很散，可以用手里剑，神不知鬼不觉地干掉他们。	1																					
																																	
MULTIKILL1									Hayato causes a disturbance that distracts the guards. Mugen rushes in and finishes them off all at once.		Hayato causes a disturbance that distracts the guards. Mugen rushes in and finishes them off all at once.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_multikill1_n00	omuk	Mo		WARRIOR	battlecry		For the Shogun!	3	为了将军！	1																					
																																	
MULTIKILL2									 After killing the guards, Mugen vows to help Hayato.		 After killing the guards, Mugen vows to help Hayato.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_multikill2_n00	omuk	Mo		WARRIOR	honorable	heavy breath	I noticed your involvement just now. Tell me your name so I can thank you properly.	16	我知道有人暗中相助。请问尊姓大名，在下要好好答谢。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_multikill2_n01	omuk	Mo		NINJA	slightly disrespectful	tries to talk around the fact that he needs help	Mind if you let me inside first? I like being thanked in person.	13	那就让我先进去吧？你可以当面谢我。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_multikill2_n02	omuk	Mo		WARRIOR	amused		Ha, very well. I will repay my debt at once by opening the gate for you.	16	哈哈，好啊。这就为你开门，就当还礼了。	1																					
																																	
CAREFUL									Mugen realizes he cannot rush in blindly or he will be overpowered.		Mugen realizes he cannot rush in blindly or he will be overpowered.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_careful_n00	omuk	Mo		WARRIOR	cautious		My men are dead. I will join them soon if I do not proceed carefully.	15	手下都已阵亡。我必须谨慎行事，否则也命不久矣。	1																					
																																	
SAKE									Mugen plans to draw an unsuspecting guard towards himself by placing a bottle of sake as bait.		Mugen plans to draw an unsuspecting guard towards himself by placing a bottle of sake as bait.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_sake_n00	omuk	Mo		WARRIOR	cautious		I should lure them towards me. Perhaps my sake will be adequate bait.	13	最好能把敌人引过来。或许我的清酒可以当做诱饵。	1																					
																																	
MULTIKILL3									Mugen sneaks up on 3 soldiers that stand close together.		Mugen sneaks up on 3 soldiers that stand close together.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_multikill3_n00	omuk	Mo		WARRIOR	cautious	"Kazekiri (風斬り)
= Sword Wind"	Three opponents close together. I shall use Kazekiri to defeat them all at once.	14	那三个人站得很近，我可以用剑风把他们瞬间斩杀。	1																					
vocs_over_over_	_n00a	vocs_over_over_firstcastle_multikill3_n00a	omuk	Mo		WARRIOR	cautious	ALTERNATIVE1	Three opponents close together. I shall use my Kazekiri technique to defeat them all at once.	16	那三个人站得很近，我可以用剑风把他们瞬间斩杀。	1																					
vocs_over_over_	_n00b	vocs_over_over_firstcastle_multikill3_n00b	omuk	Mo		WARRIOR	cautious	ALTERNATIVE2	Three opponents close together. I shall use my Sword Wind technique to defeat them all at once.	17	那三个人站得很近，我可以用剑风把他们瞬间斩杀。	1																					
																																	
CANNON									Mugen spots a cannon that he can use to blow open the gate that's blocking Hayato.		Mugen spots a cannon that he can use to blow open the gate that's blocking Hayato.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_cannon_n00	omuk	Mo		WARRIOR	victory is near!		Aha, the cannon! It points directly at the gate.	9	啊，火炮!而且正好瞄着大门。	1																					
vocs_over_over_	_n00a	vocs_over_over_firstcastle_cannon_n00a	omuk	Mo		WARRIOR	victory is near!		That cannon, perhaps I can make use of it.	9	有架火炮，正好为我所用。	1																					
																																	
BRIEFING									Mugen uses the cannon to open the way for Hayato. The two introduce themselves and discuss the plan to .		Mugen uses the cannon to open the way for Hayato. The two introduce themselves and discuss the plan to .																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_briefing_n00	omuk	Mo		WARRIOR	grateful		My thanks again for your assistance. I am Ōshiro Mugen! And you are …	14	不胜感谢。在下名叫尾城无限，你是……？	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_briefing_n01	omuk	Mo		NINJA	reserved		Hayato, from the Iga region.	5	伊贺的，隼人。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_briefing_n02	omuk	Mo		WARRIOR	intrigued	as high ranking samurai, Hayato must answer him	Iga … I see. There were rumours that our Shogun had hired a Shinobi. Tell me, what is your mission?	20	伊贺……原来如此。早就听说将军大人雇了一位忍者。告诉我，你的任务是什么？	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_briefing_n03	omuk	Mo		NINJA	plain		I have to open the Yagura Mon.	7	我必须打开櫓门。	1																					
vocs_over_over_	_n04	vocs_over_over_firstcastle_briefing_n04	omuk	Mo		WARRIOR	suprised		The main gate? Preposterous! It is heavily fortified!	8	打开主门？别说笑了!那边可是铜墙铁壁!	1																					
vocs_over_over_	_n05	vocs_over_over_firstcastle_briefing_n05	omuk	Mo		NINJA	cunning	hasn't figured out yet how to move the barrel	Not from the inside. One barrel of gunpowder will do the trick. Just have to get it in position.	19	所以要从内部击破。只需一桶火药即可，问题是怎么把它运到合适的位置。	1																					
vocs_over_over_	_n05a	vocs_over_over_firstcastle_briefing_n05a	omuk	Mo		NINJA	cunning	ALTERNATIVE	Not from the inside. Won't be easy, but I'll figure something out.	12	所以要从内部击破。虽然也不容易，但我会想办法的。	1																					
																																	
TEAM									After the briefing		After the briefing																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_team_n00	omuk	Mo		WARRIOR	lets go		A daunting task. Very well. I shall accompany you.	9	看来任务艰巨。那么，我来助你一臂之力吧。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_team_n01	omuk	Mo		NINJA	didn't expect this		That's … kind of you, but I work alone.	9	…...好意我心领了，但我一向独来独往。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_team_n02	omuk	Mo		WARRIOR	jolly cooperation		I will not hear of it! Together we will succeed where we both failed alone.	15	这我就不同意了，单独行动势单力薄只会失败，共同合作事半功倍必定成功。	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_team_n03	omuk	Mo		NINJA	at a loss	really doesn't like this	I didn't, but as you wish. We have to be quiet, or we won't get far.	16	好吧，你说了算。但一定要隐秘行动，不然肯定完不成任务。	1																					
vocs_over_over_	_n04	vocs_over_over_firstcastle_team_n04	omuk	Mo		WARRIOR	solemn		Alright, Hayato of Iga. We shall do this your way.	10	明白了，伊贺的隼人阁下。就按你的计划来行动。	1																					
																																	
AROUND									The team could enter the main castle through a gate, but Hayato doesn't like that because it's heavily guarded.		The team could enter the main castle through a gate, but Hayato doesn't like that because it's heavily guarded.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_around_n00	omuk	Mo		WARRIOR	tense	Mugen first	There's the gate. Should we enter?	6	那有扇门，从那进去如何？	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_around_n01	omuk	Mo		NINJA	planning		Hrm … the gate's guarded on the other side. I'd rather go around, find a spot where I can climb the walls.	22	唔……门内有守卫。还是绕道吧，找个能爬墙的地方翻过去。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_around_n02	omuk	Mo		WARRIOR	slightly uncomfortable		I won't be able to climb the walls.	8	我爬不了墙......	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_around_n03	omuk	Mo		NINJA	smug		Too much armour, eh? Don't worry. Once I'm inside, I'll clear the way for you.	15	盔甲穿太多了吧？别担心，等我进去帮你开路。	1																					
																																	
CORPSES									The team enters another section of the castle. Guards are everywhere. Hayato and Mugen must hide dead guards so that the others are not alarmed.		The team enters another section of the castle. Guards are everywhere. Hayato and Mugen must hide dead guards so that the others are not alarmed.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_corpses_n00	omuk	Mo		WARRIOR	tense	Mugen first	This area is tightly guarded.	5	这里真是戒备森严。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_corpses_n01	omuk	Mo		NINJA	instructing		Don't leave bodies out in the open. Hide them in bushes, barrels, empty houses.	14	尸体不要留在显眼的地方。可以搬进灌木、桶或者空房子里。	1																					
